hyperparams/gamma,hyperparams/learning_rate,hyperparams/batch_size,hyperparams/n_steps,hyperparams/clip_range,hyperparams/ent_coef,hyperparams/seed,time/fps,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/explained_variance,train/n_updates,train/entropy_loss,train/approx_kl,train/clip_range,train/value_loss,train/std,train/policy_gradient_loss,train/clip_fraction,train/loss,train/learning_rate
,,,,,,,527,29,168.64,112,59392,938.1176137900001,0.8721448928117752,280,-20.433678817749023,0.005987153,0.2,1695.1016128540039,108.08930206298828,-0.005023538356181234,0.04697265625,394.588134765625,0.0003
,,,,,,,526,30,169.91,116,61440,918.8995186000002,0.9611255526542664,290,-20.434504795074464,0.010252518,0.2,536.8341934204102,108.15079498291016,-0.007277806580532342,0.079052734375,138.00291442871094,0.0003
,,,,,,,526,31,166.47,120,63488,876.66219829,0.9632946625351906,300,-20.436440849304198,0.006677623,0.2,433.2929141998291,108.26375579833984,-0.0034632596536539493,0.06396484375,89.73937225341797,0.0003
,,,,,,,527,32,168.6,124,65536,870.4232599,0.9680278934538364,310,-20.443017387390135,0.018458713,0.2,259.7439453125,108.31645965576172,-0.005061483685858547,0.19755859375,133.81837463378906,0.0003
,,,,,,,526,33,164.34,128,67584,817.37435744,0.9743758961558342,320,-20.447964906692505,0.007939834,0.2,119.48237285614013,108.5792236328125,0.000545577728189528,0.117822265625,23.733051300048828,0.0003
,,,,,,,526,34,164.18,132,69632,790.1719429799999,0.9632696136832237,330,-20.4529908657074,0.007711043,0.2,464.7399589538574,108.5038833618164,-0.008530686190351845,0.124365234375,134.71441650390625,0.0003
,,,,,,,527,35,170.05,135,71680,833.06433309,0.9518997259438038,340,-20.45207471847534,0.010960741,0.2,486.1260025024414,108.61231231689453,-0.0013478342792950571,0.068408203125,243.6551055908203,0.0003
,,,,,,,526,36,170.24,139,73728,844.76360319,0.9655767567455769,350,-20.45870156288147,0.009929135,0.2,343.4421459197998,108.65250396728516,-0.009286593948490917,0.140966796875,139.98353576660156,0.0003
,,,,,,,525,37,170.14,144,75776,830.8268641799997,0.9760284274816513,360,-20.463983488082885,0.024707712,0.2,243.32704944610595,108.56741333007812,-0.008083919738419354,0.172216796875,53.559749603271484,0.0003
,,,,,,,525,38,168.09,148,77824,821.4708944199999,0.9625432640314102,370,-20.469662618637084,0.003946634,0.2,505.9959182739258,108.60358428955078,-0.000355573178967461,0.1314453125,86.2978286743164,0.0003
,,,,,,,525,39,163.14,152,79872,789.49273305,0.9508541226387024,380,-20.467989492416383,0.005741412,0.2,1145.463661956787,108.7501449584961,-0.0031880132213700564,0.08388671875,460.09527587890625,0.0003
,,,,,,,525,40,166.81,155,81920,815.8941834900002,0.9000033289194107,390,-20.470601415634157,0.016417751,0.2,1024.7994522094727,108.79342651367188,-0.00685382453375496,0.100537109375,222.62750244140625,0.0003
,,,,,,,525,41,169.85,159,83968,839.2433296500001,0.931796133518219,400,-20.47345428466797,0.0072072414,0.2,470.86786499023435,108.864990234375,-0.005186512123327702,0.053759765625,139.22634887695312,0.0003
,,,,,,,526,42,169.22,163,86016,846.4991853799999,0.9732068162411451,410,-20.47546696662903,0.0067674574,0.2,200.46960201263428,108.86772918701172,-0.00789545673178509,0.077734375,55.90480422973633,0.0003
,,,,,,,525,43,166.71,167,88064,830.8274458100001,0.9557098783552647,420,-20.47857313156128,0.0106376065,0.2,583.6175689697266,108.87619018554688,-0.0012393373879604041,0.092236328125,110.05156707763672,0.0003
,,,,,,,525,44,168.19,171,90112,831.8337867,0.962791208177805,430,-20.481741762161256,0.01108378,0.2,310.47797718048093,108.8935546875,0.000556082880939357,0.17060546875,46.63384246826172,0.0003
,,,,,,,525,45,171.0,175,92160,854.55452218,0.9171321988105774,440,-20.482703161239623,0.009282377,0.2,1329.05295753479,109.01998138427734,-0.007060892329900525,0.09814453125,897.0302124023438,0.0003
,,,,,,,524,46,172.26,179,94208,870.03912186,0.9784686993807554,450,-20.494988107681273,0.012592501,0.2,182.0028136253357,109.15633392333984,-0.0049145650235004725,0.085205078125,44.5844612121582,0.0003
,,,,,,,525,47,175.0,183,96256,887.8073843,0.9045205637812614,460,-20.499774789810182,0.010462948,0.2,1153.5230411529542,109.25299072265625,-0.0064308123372029515,0.14033203125,542.007568359375,0.0003
,,,,,,,526,48,178.3,186,98304,925.8509184999999,0.818276971578598,470,-20.502332401275634,0.0123116635,0.2,1141.6253227233888,109.32239532470703,-0.0037545835832133887,0.06943359375,355.8692932128906,0.0003
,,,,,,,526,49,178.2,190,100352,934.6229603000002,0.9624507203698158,480,-20.504174661636352,0.021525905,0.2,223.97439813613892,109.24378204345703,-0.0017156998859718443,0.117138671875,69.53388214111328,0.0003
,,,,,,,526,50,177.7,194,102400,930.8931592899999,0.9760155752301216,490,-20.49424343109131,0.014305649,0.2,230.6002326965332,109.22393035888672,-0.0017633037990890444,0.157373046875,50.379547119140625,0.0003
,,,,,,,525,51,177.87,198,104448,928.3783753,0.984724230132997,500,-20.492370271682738,0.011278732,0.2,171.29406881332397,109.09583282470703,-0.005443145043682307,0.145654296875,32.833988189697266,0.0003
,,,,,,,525,52,172.87,202,106496,909.12470398,0.9543086066842079,510,-20.49305624961853,0.033041973,0.2,249.04364700317382,109.0541763305664,-0.000979954015929252,0.299462890625,55.308353424072266,0.0003
,,,,,,,525,53,175.76,206,108544,916.1654219300002,0.9406790621578693,520,-20.498601388931274,0.010028546,0.2,1088.649518585205,109.09996795654297,-0.0016030988714192062,0.086328125,314.39678955078125,0.0003
,,,,,,,524,54,166.97,210,110592,856.1620085400001,0.9438919611275196,530,-20.496857786178587,0.008206279,0.2,1035.9879753112793,109.0037612915039,-0.0015799720596987755,0.142431640625,647.6593627929688,0.0003
,,,,,,,524,55,169.53,214,112640,870.0018946700001,0.9297364056110382,540,-20.495383739471436,0.011231167,0.2,629.862551498413,108.96502685546875,-0.004828994598938152,0.124853515625,154.17990112304688,0.0003
,,,,,,,524,56,170.13,218,114688,871.3470791199999,0.9512919262051582,550,-20.4944637298584,0.008006673,0.2,143.11476945877075,108.87369537353516,-0.005558899790048599,0.089892578125,29.49448585510254,0.0003
,,,,,,,524,57,167.69,222,116736,855.3781350400001,0.9800773877650499,560,-20.488945150375365,0.014127195,0.2,262.35237407684326,109.02104949951172,-0.004591162188444286,0.12421875,54.771583557128906,0.0003
,,,,,,,524,58,165.84,226,118784,848.94804463,0.8644870221614838,570,-20.488541412353516,0.024120491,0.2,1969.8449157714845,108.95813751220703,-0.0031651578057790173,0.170166015625,263.4169616699219,0.0003
,,,,,,,524,59,166.6,230,120832,858.65502787,0.9100722745060921,580,-20.489022541046143,0.008573922,0.2,816.9750869750976,109.02288055419922,-0.003517620201455429,0.0677734375,178.9807586669922,0.0003
,,,,,,,524,60,169.18,234,122880,884.66384508,0.9428849145770073,590,-20.490879011154174,0.0069203367,0.2,874.4650177001953,109.0704574584961,-0.002308992203325033,0.04736328125,335.95855712890625,0.0003
,,,,,,,524,61,167.4,238,124928,874.3906724599998,0.9739932026714087,600,-20.494610929489134,0.010374165,0.2,272.6568878173828,109.07662963867188,-0.0022836597170680763,0.087255859375,142.36456298828125,0.0003
,,,,,,,525,62,170.52,241,126976,912.0929329500001,0.93362757563591,610,-20.503765106201172,0.010367941,0.2,834.563646697998,109.10284423828125,-0.0054224729596171525,0.10791015625,306.6277770996094,0.0003
,,,,,,,525,63,178.93,245,129024,974.3355757,0.9753950741142035,620,-20.508610820770265,0.016167875,0.2,591.7676307678223,109.49887084960938,-0.006850861832208466,0.131201171875,288.71026611328125,0.0003
,,,,,,,526,64,178.93,249,131072,994.07074337,0.9018733724951744,630,-20.514295768737792,0.007436279,0.2,921.5196296691895,109.5641098022461,0.0008198252005968242,0.188037109375,211.48300170898438,0.0003
,,,,,,,525,65,174.52,253,133120,965.5894627800002,0.9247802570462227,640,-20.513726425170898,0.024154384,0.2,431.7869052886963,109.8409652709961,-0.0023759840783895924,0.098095703125,116.4402084350586,0.0003
,,,,,,,525,66,174.02,257,135168,968.16255015,0.9735905509442091,650,-20.51406478881836,0.019547297,0.2,351.8921802520752,109.95330047607422,-0.006658342608716339,0.161962890625,148.24368286132812,0.0003
,,,,,,,525,67,178.62,261,137216,1016.9543366300001,0.9604403451085091,660,-20.51149926185608,0.025862182,0.2,417.2321552276611,110.06310272216797,-0.007026052608853206,0.1849609375,146.87132263183594,0.0003
,,,,,,,525,68,181.74,264,139264,1034.67679651,0.91460020840168,670,-20.527731800079344,0.017427925,0.2,855.1169708251953,110.16545867919922,0.01886389028513804,0.412451171875,269.0614318847656,0.0003
,,,,,,,526,69,183.7,268,141312,1050.81225567,0.917938269674778,680,-20.53329792022705,0.009329431,0.2,348.86056690216066,110.1286392211914,-0.0013232357625383884,0.17783203125,66.26420593261719,0.0003
,,,,,,,526,70,185.74,272,143360,1074.2723964799998,0.9326959997415543,690,-20.533912324905394,0.009386046,0.2,486.3282127380371,110.16006469726562,-0.0036668115470092745,0.130859375,118.52699279785156,0.0003
,,,,,,,526,71,185.09,276,145408,1073.32643338,0.9582552462816238,700,-20.533115768432616,0.017907366,0.2,339.78079662323,110.0049819946289,-0.0005780305538792164,0.1134765625,94.53041076660156,0.0003
,,,,,,,526,72,179.19,280,147456,1023.0219808700001,0.9155175685882568,710,-20.530905723571777,0.021013048,0.2,764.0598197937012,109.89298248291016,0.0008750686421990395,0.201416015625,187.1488800048828,0.0003
,,,,,,,526,73,176.43,284,149504,1030.1189000800002,0.9846660802140832,720,-20.527522993087768,0.00968254,0.2,272.6521114349365,109.84586334228516,-0.004718521179165691,0.1203125,69.90971374511719,0.0003
,,,,,,,526,74,181.8,287,151552,1056.9847080900001,0.965693075209856,730,-20.52769446372986,0.0056668525,0.2,601.6829345703125,109.9979476928711,-0.009186697052791714,0.146337890625,215.60643005371094,0.0003
,,,,,,,526,75,184.11,291,153600,1065.5149299799998,0.9684961102902889,740,-20.529383659362793,0.01287368,0.2,321.8092405319214,110.3486557006836,-0.0016317362140398472,0.137548828125,78.51531219482422,0.0003
,,,,,,,526,76,179.04,295,155648,1023.80556713,0.8893484473228455,750,-20.534988021850587,0.016138155,0.2,413.37731552124023,110.55316925048828,0.0008786318474449217,0.20830078125,62.04084777832031,0.0003
,,,,,,,526,77,177.82,299,157696,1024.85107737,0.98240508697927,760,-20.54026894569397,0.0069671287,0.2,297.1005052566528,110.68358612060547,0.0019377354299649596,0.20361328125,59.45103073120117,0.0003
,,,,,,,526,78,178.53,303,159744,1034.1503808,0.9697584770619869,770,-20.54626054763794,0.009412549,0.2,631.2975196838379,111.07217407226562,-0.0027597085922025145,0.080224609375,156.35324096679688,0.0003
,,,,,,,527,79,178.74,306,161792,1039.0965013599998,0.9551567882299423,780,-20.554890441894532,0.01185522,0.2,775.9961112976074,111.19788360595703,-0.0043740670371335,0.06767578125,404.96612548828125,0.0003
,,,,,,,527,80,179.39,310,163840,1046.67602722,0.9631552025675774,790,-20.55845789909363,0.112388656,0.2,341.0745105743408,111.6000747680664,0.007067612273385748,0.28115234375,111.04762268066406,0.0003
,,,,,,,527,81,185.61,314,165888,1110.38035874,0.9565761461853981,800,-20.574897146224977,0.016659789,0.2,572.2214546203613,111.8248519897461,0.0005827044864417985,0.209130859375,193.45880126953125,0.0003
,,,,,,,528,82,186.59,318,167936,1105.9259010500004,0.9732436314225197,810,-20.58614139556885,0.015239108,0.2,464.5501907348633,111.7819595336914,0.004990608445950784,0.2013671875,190.19775390625,0.0003
,,,,,,,528,83,188.37,321,169984,1118.6129696199998,0.9574518389999866,820,-20.590467405319213,0.025767058,0.2,273.7866729736328,111.8396987915039,0.008774696430191398,0.278515625,65.7442398071289,0.0003
,,,,,,,528,84,190.57,325,172032,1137.8917874,0.9735881704837084,830,-20.59526400566101,0.123962104,0.2,123.2378493309021,112.297119140625,0.02890151913743466,0.328271484375,26.095245361328125,0.0003
,,,,,,,528,85,194.21,329,174080,1167.5496045500001,0.9697801060974598,840,-20.606649541854857,0.026544198,0.2,208.42557373046876,112.47644805908203,-0.0017638858989812434,0.235546875,110.4718246459961,0.0003
,,,,,,,528,86,194.15,333,176128,1165.70378691,0.9728453438729048,850,-20.613407611846924,0.006622768,0.2,517.0556457519531,112.57071685791016,0.00020436843624338508,0.10595703125,202.02891540527344,0.0003
,,,,,,,528,87,194.15,336,178176,1166.66162733,0.962352454662323,860,-20.614070463180543,0.01081953,0.2,291.3036954879761,112.6046371459961,-0.00252240898553282,0.11865234375,78.705322265625,0.0003
,,,,,,,529,88,195.67,340,180224,1160.58880979,0.9719080347567797,870,-20.61683883666992,0.011835129,0.2,234.486674118042,112.45177459716797,-0.0024105879827402534,0.0955078125,137.71189880371094,0.0003
,,,,,,,529,89,195.67,344,182272,1151.86794069,0.9670351408421993,880,-20.613906574249267,0.0068852566,0.2,94.66817464828492,112.33768463134766,-0.002576197381131351,0.102685546875,19.6763858795166,0.0003
,,,,,,,529,90,195.67,348,184320,1153.1485798200001,0.9777048993855715,890,-20.608761501312255,0.008064846,0.2,136.00158042907714,112.20317840576172,-0.0008779442228842527,0.037744140625,37.471885681152344,0.0003
,,,,,,,529,91,193.9,351,186368,1139.32073516,0.9715390466153622,900,-20.6088387966156,0.0065556196,0.2,290.39648017883303,112.26165771484375,-0.003877789608668536,0.0626953125,131.04994201660156,0.0003
,,,,,,,529,92,189.08,355,188416,1089.97918829,0.9015283584594727,910,-20.60922474861145,0.014624931,0.2,1363.60565032959,112.18743896484375,-0.006074671138776466,0.11787109375,584.1124877929688,0.0003
,,,,,,,529,93,189.08,359,190464,1093.22935815,0.9668005183339119,920,-20.608518886566163,0.0066242423,0.2,237.81547164916992,112.2983627319336,-0.004278328642249108,0.108740234375,71.59117126464844,0.0003
,,,,,,,529,94,189.08,363,192512,1092.34481783,0.7790499478578568,930,-20.620651960372925,0.014874073,0.2,313.2248317718506,112.4582748413086,-0.0010854498308617623,0.165576171875,118.71939086914062,0.0003
,,,,,,,530,95,190.11,367,194560,1113.22737328,0.9375603087246418,940,-20.63089027404785,0.01759639,0.2,201.63502197265626,113.09171295166016,-0.0027191405883058906,0.16962890625,79.93382263183594,0.0003
,,,,,,,530,96,191.78,370,196608,1134.7948226899998,0.9632832854986191,950,-20.647214365005492,0.025066346,0.2,328.3997741699219,114.03207397460938,-0.0007071038649883121,0.213623046875,159.02627563476562,0.0003
,,,,,,,530,97,190.02,374,198656,1123.3870624699998,0.7776995003223419,960,-20.657436180114747,0.018479114,0.2,767.6541717529296,114.2332763671875,-0.002821492904331535,0.161083984375,295.71923828125,0.0003
,,,,,,,530,98,186.8,378,200704,1115.69509706,0.9797470793128014,970,-20.666781616210937,0.005774965,0.2,143.51294479370117,114.25698852539062,-0.001609132083831355,0.08837890625,29.695770263671875,0.0003
,,,,,,,530,99,186.05,382,202752,1105.9925219099998,0.9266686141490936,980,-20.673603677749632,0.0117382705,0.2,290.3271113395691,114.5520248413086,-0.003638750803656876,0.10107421875,89.30025482177734,0.0003
,,,,,,,530,100,184.27,386,204800,1080.27224637,0.7066428959369659,990,-20.68195171356201,0.006693541,0.2,1381.8570541381837,114.64142608642578,-0.0008757329254876822,0.0794921875,262.3857727050781,0.0003
,,,,,,,530,101,187.0,390,206848,1110.23490903,0.9792541973292828,1000,-20.681608629226684,0.00997151,0.2,360.61955375671386,114.70557403564453,-0.005024969612713903,0.08896484375,74.32380676269531,0.0003
,,,,,,,530,102,187.0,393,208896,1104.1011722299997,0.9791831616312265,1010,-20.682300567626953,0.014309029,0.2,253.47404432296753,114.60507202148438,-0.005835403583478183,0.129248046875,82.40570068359375,0.0003
,,,,,,,530,103,184.4,397,210944,1091.6564820899998,0.9004958048462868,1020,-20.679714298248292,0.021905659,0.2,361.47699012756345,114.4322509765625,-0.0022676546417642386,0.189697265625,189.8351287841797,0.0003
,,,,,,,530,104,184.4,401,212992,1082.0231291200002,0.9536468237638474,1030,-20.6840548992157,0.0055361264,0.2,521.2462959289551,114.57764434814453,-0.00025440207682549956,0.143603515625,236.43675231933594,0.0003
,,,,,,,530,105,182.7,405,215040,1060.89095221,0.9819346088916063,1040,-20.68312273025513,0.008033952,0.2,144.46421432495117,114.74823760986328,-0.0019225125899538398,0.10732421875,28.052202224731445,0.0003
,,,,,,,529,106,178.77,409,217088,1036.83254122,0.959999356418848,1050,-20.67917342185974,0.0071331183,0.2,211.99011640548707,114.76464080810547,-0.0021752929198555647,0.15234375,36.95381546020508,0.0003
,,,,,,,530,107,180.41,413,219136,1055.2242131499997,0.816843256354332,1060,-20.680789947509766,0.008513096,0.2,2470.1306243896483,114.80648803710938,-0.005327099782880396,0.15341796875,808.7095947265625,0.0003
,,,,,,,530,108,177.64,417,221184,1039.16120167,0.9695116225630045,1070,-20.68083724975586,0.03553745,0.2,231.7111604690552,114.54520416259766,0.00310854654526338,0.150146484375,118.98872375488281,0.0003
,,,,,,,530,109,178.78,421,223232,1050.4263127899999,0.944915521889925,1080,-20.681284284591676,0.10587323,0.2,639.698021697998,114.61193084716797,0.06719009003136307,0.578759765625,190.19564819335938,0.0003
,,,,,,,529,110,178.0,425,225280,1044.96622647,0.9659228213131428,1090,-20.68692879676819,0.008691704,0.2,264.5810513496399,114.85299682617188,-0.006763409037375823,0.1251953125,74.31808471679688,0.0003
,,,,,,,530,111,175.48,428,227328,1033.24984623,0.9421572647988796,1100,-20.693915557861327,0.008295344,0.2,605.0844692230224,115.037841796875,0.0014088859577896073,0.221240234375,120.93657684326172,0.0003
,,,,,,,530,112,177.28,432,229376,1053.16351299,0.9860625006258488,1110,-20.69422516822815,0.011079472,0.2,250.4210039138794,114.9897232055664,-0.004218065738677978,0.1029296875,128.2905731201172,0.0003
,,,,,,,530,113,178.55,436,231424,1069.6738367199998,0.9567748494446278,1120,-20.69578766822815,0.010171816,0.2,697.4936965942383,114.99694061279297,-0.001994285691762343,0.099609375,187.6280059814453,0.0003
,,,,,,,530,114,179.36,440,233472,1078.04178705,0.9601911902427673,1130,-20.700105142593383,0.0067307996,0.2,698.9837455749512,115.08515167236328,-0.003452913186629303,0.049072265625,332.5850830078125,0.0003
,,,,,,,530,115,183.42,443,235520,1099.14522749,0.7777617871761322,1140,-20.69814109802246,0.010545447,0.2,1887.5308891296386,115.35824584960938,-0.00365370805375278,0.09609375,1066.059326171875,0.0003
,,,,,,,530,116,183.33,447,237568,1093.10488467,0.9601060561835766,1150,-20.703700494766235,0.0053813756,0.2,425.6279037475586,115.45008087158203,-0.002477712632389739,0.087353515625,93.2542953491211,0.0003
,,,,,,,530,117,186.0,451,239616,1122.84786416,0.9666559845209122,1160,-20.70666241645813,0.03351675,0.2,292.9770812988281,115.75426483154297,-0.0029593077022582294,0.120068359375,66.15525817871094,0.0003
,,,,,,,530,118,184.54,455,241664,1103.5889498499998,0.7672677487134933,1170,-20.712244081497193,0.015211855,0.2,1534.5931884765625,116.3538589477539,0.0013764631061349065,0.2572265625,419.9285583496094,0.0003
,,,,,,,530,119,186.74,459,243712,1119.87338657,0.918652668595314,1180,-20.730295753479005,0.007204922,0.2,1163.0855354309083,116.6038589477539,-0.004284449006081559,0.10283203125,245.13685607910156,0.0003
,,,,,,,530,120,188.99,463,245760,1134.99226887,0.9239315986633301,1190,-20.73590941429138,0.007563057,0.2,726.2870223999023,116.88265991210938,-0.002599297696724534,0.04580078125,236.001220703125,0.0003
,,,,,,,530,121,188.66,467,247808,1125.30974796,0.783484473824501,1200,-20.745142889022826,0.028087627,0.2,1000.681774520874,116.9219741821289,-0.002788541337940842,0.2052734375,171.22048950195312,0.0003
,,,,,,,530,122,186.27,471,249856,1107.71782128,0.9018411561846733,1210,-20.753347063064574,0.013867065,0.2,593.173133468628,117.0174789428711,0.0035624827025458215,0.256640625,138.1847686767578,0.0003
,,,,,,,530,123,185.8,474,251904,1102.6266426900002,0.9151065573096275,1220,-20.753762817382814,0.011768452,0.2,754.0826644897461,117.14849853515625,-0.006028442186652683,0.10419921875,98.30831146240234,0.0003
,,,,,,,530,124,186.88,478,253952,1104.5472645300001,0.9709035288542509,1230,-20.765036058425903,0.01492859,0.2,273.20305042266847,117.87718963623047,-0.004083453392377123,0.101513671875,38.38002014160156,0.0003
,,,,,,,530,125,187.1,482,256000,1102.1103393600001,0.9075748026371002,1240,-20.778535270690917,0.012668178,0.2,316.0733549118042,118.39541625976562,0.0009263332758564502,0.162890625,80.72872161865234,0.0003
,,,,,,,530,126,188.69,486,258048,1114.1775858700003,0.9574586637318134,1250,-20.78196039199829,0.009971553,0.2,453.691481590271,118.5605239868164,-0.0018639426998561248,0.11123046875,116.95465087890625,0.0003
,,,,,,,530,127,189.57,489,260096,1130.0454723999999,0.975308870896697,1260,-20.778224182128906,0.014584215,0.2,255.41430168151857,119.08224487304688,-0.0025824109674431384,0.0962890625,79.78108215332031,0.0003
,,,,,,,531,128,190.36,493,262144,1144.4940986699999,0.8999558687210083,1270,-20.779834699630737,0.012487421,0.2,994.1043930053711,119.24515533447266,0.007221773779019713,0.297314453125,333.65655517578125,0.0003
,,,,,,,530,129,188.85,497,264192,1127.6330647300001,0.9725555814802647,1280,-20.775816822052,0.01819976,0.2,213.9977991104126,119.1961669921875,-0.00959875873522833,0.15263671875,84.57396697998047,0.0003
,,,,,,,531,130,187.25,501,266240,1116.1928304199998,0.9043545424938202,1290,-20.779003143310547,0.030456211,0.2,181.27119646072387,119.47360229492188,-0.008927211083937436,0.295947265625,18.952165603637695,0.0003
