hyperparams/seed,hyperparams/ent_coef,hyperparams/gamma,hyperparams/learning_rate,hyperparams/batch_size,hyperparams/n_steps,hyperparams/clip_range,time/iterations,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,train/entropy_loss,train/value_loss,train/clip_range,train/std,train/approx_kl,train/n_updates,train/loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction
,,,,,,,29,59392,356.3654732100001,96.93,166,356,-8.545804333686828,2894.2722351074217,0.2,1.005558967590332,0.0059938654,280,1423.14599609375,5e-05,0.0003528594970703125,-0.004617283254629001,0.014697265625
,,,,,,,30,61440,353.37241271,96.93,172,357,-8.547291612625122,2421.696917724609,0.2,1.0056527853012085,0.005617986,290,1207.756103515625,5e-05,0.00022125244140625,-0.004210743549629114,0.013134765625
,,,,,,,31,63488,349.26066896,97.06,177,358,-8.548285484313965,2548.9998779296875,0.2,1.006022334098816,0.0041184593,300,1292.913818359375,5e-05,-6.16312026977539e-05,-0.002528181369416416,0.00556640625
,,,,,,,32,65536,353.22325802,97.91,182,358,-8.549739241600037,2449.7934326171876,0.2,1.0059670209884644,0.0032177074,310,1239.4488525390625,5e-05,8.481740951538086e-05,-0.0023652830830542372,0.002490234375
,,,,,,,33,67584,348.68235205,96.5,188,358,-8.54800283908844,2964.4409790039062,0.2,1.0054925680160522,0.0034795867,320,1504.26416015625,5e-05,0.00010561943054199219,-0.0025443031365284694,0.003564453125
,,,,,,,34,69632,355.70144249,97.19,194,358,-8.546250653266906,3022.7833557128906,0.2,1.0055336952209473,0.0065611796,330,1396.166748046875,5e-05,2.676248550415039e-05,-0.004331166061456315,0.016259765625
,,,,,,,35,71680,347.86103325000005,96.03,199,358,-8.547941827774048,2543.7937072753907,0.2,1.006021499633789,0.0031072884,340,1264.9114990234375,5e-05,0.0001042485237121582,-0.002307373541407287,0.001171875
,,,,,,,36,73728,350.02052165000003,95.4,205,358,-8.550952076911926,2733.4767333984373,0.2,1.006489634513855,0.0015026004,350,1433.264892578125,5e-05,5.6862831115722656e-05,-0.0012979846535017714,0.0
,,,,,,,37,75776,353.38307418,96.01,210,359,-8.553377628326416,2824.145648193359,0.2,1.0068069696426392,0.004602762,360,1388.0921630859375,5e-05,-1.1920928955078125e-05,-0.0034531264333054422,0.00703125
,,,,,,,38,77824,355.22531752,96.83,216,359,-8.554105830192565,2799.9385375976562,0.2,1.0066813230514526,0.004257934,370,1347.8175048828125,5e-05,6.103515625e-05,-0.0033961190783884376,0.00439453125
,,,,,,,39,79872,351.19686337999997,96.28,222,359,-8.553245449066162,2953.479168701172,0.2,1.006606936454773,0.004687241,380,1499.0946044921875,5e-05,0.00010788440704345703,-0.0035067616205196827,0.014404296875
,,,,,,,40,81920,358.01946920999995,96.79,227,359,-8.553593516349792,2418.8967041015626,0.2,1.0068330764770508,0.005170811,390,1228.119873046875,5e-05,2.658367156982422e-05,-0.003821511066053063,0.012353515625
,,,,,,,41,83968,346.71608721000007,94.93,233,359,-8.555045485496521,3290.4220703125,0.2,1.0070151090621948,0.004300821,400,1572.4910888671875,5e-05,4.8220157623291016e-05,-0.0032315332849975676,0.00830078125
,,,,,,,42,86016,349.34115368,94.05,238,360,-8.554790782928468,2753.1001037597657,0.2,1.0067335367202759,0.004770507,410,1311.011474609375,5e-05,8.64267349243164e-06,-0.0033640995097812265,0.011376953125
,,,,,,,43,88064,358.39434303,95.12,244,360,-8.55361294746399,3537.6259948730467,0.2,1.006718397140503,0.00071328157,420,1538.0623779296875,5e-05,0.00010097026824951172,-0.000638915246236138,0.0
,,,,,,,44,90112,362.51552377,95.22,249,360,-8.553436994552612,2732.9121337890624,0.2,1.0065622329711914,0.0042881323,430,1370.1580810546875,5e-05,-7.998943328857422e-05,-0.003645663626957685,0.007177734375
,,,,,,,45,92160,359.73716284,94.93,255,360,-8.553445172309875,2924.5492736816404,0.2,1.006903052330017,0.0013114878,440,1465.6419677734375,5e-05,1.6093254089355469e-06,-0.0011354528949595987,9.765625e-05
,,,,,,,46,94208,357.97604054000004,95.15,262,359,-8.555792593955994,3096.435223388672,0.2,1.0071992874145508,0.004922008,450,1564.18212890625,5e-05,5.924701690673828e-05,-0.0038109379180241375,0.010302734375
,,,,,,,47,96256,356.1374460300001,95.31,267,359,-8.557218527793884,3236.585174560547,0.2,1.0074535608291626,0.0060336567,460,1518.0606689453125,5e-05,8.207559585571289e-05,-0.004792207956779748,0.01826171875
,,,,,,,48,98304,355.17216312000005,94.11,273,359,-8.558444738388062,2872.160430908203,0.2,1.0075430870056152,0.0015156441,470,1425.21044921875,5e-05,8.285045623779297e-05,-0.0011154666426591575,0.0
,,,,,,,49,100352,357.72568081000003,94.83,278,359,-8.558442854881287,3195.1083435058595,0.2,1.0074883699417114,0.005532532,480,1534.220458984375,5e-05,4.947185516357422e-05,-0.004589066386688501,0.009765625
,,,,,,,50,102400,373.69009616999995,96.71,284,360,-8.558292651176453,2657.0924560546873,0.2,1.0075016021728516,0.0017981415,490,1293.25341796875,5e-05,8.541345596313477e-05,-0.0017069729219656438,0.0001953125
,,,,,,,51,104448,374.3368800499999,96.54,290,360,-8.558446216583253,3083.436804199219,0.2,1.0075592994689941,0.003655421,500,1506.390625,5e-05,4.750490188598633e-05,-0.0035461383289657534,0.00517578125
,,,,,,,52,106496,380.31414807,97.37,295,360,-8.559236407279968,2946.878033447266,0.2,1.0077871084213257,0.0035440768,510,1475.110595703125,5e-05,0.00010222196578979492,-0.0028522131440695377,0.003173828125
,,,,,,,53,108544,392.3970575299999,98.03,300,360,-8.560221529006958,2866.8114807128904,0.2,1.0078164339065552,0.0035342842,520,1401.7275390625,5e-05,-2.6226043701171875e-06,-0.0029563897114712745,0.005859375
,,,,,,,54,110592,389.1771724800001,97.73,306,360,-8.560587978363037,3689.0997802734373,0.2,1.008011817932129,0.0019358809,530,1954.8583984375,5e-05,5.716085433959961e-05,-0.0015368660970125347,0.000341796875
,,,,,,,55,112640,388.81569271000006,97.84,312,360,-8.561577796936035,2948.21044921875,0.2,1.0080634355545044,0.0024183951,540,1424.0950927734375,5e-05,4.124641418457031e-05,-0.0016097095991426612,0.001220703125
,,,,,,,56,114688,387.63896547999997,97.12,317,360,-8.562239122390746,3077.8642028808595,0.2,1.0083140134811401,0.0019819573,550,1580.459716796875,5e-05,6.371736526489258e-05,-0.0015340005862526595,0.000439453125
,,,,,,,57,116736,383.39816596000003,96.57,323,360,-8.563775062561035,2824.893585205078,0.2,1.0085190534591675,0.0019087,560,1365.0933837890625,5e-05,0.0001035928726196289,-0.0014422895503230393,0.000244140625
,,,,,,,58,118784,368.80690042000003,95.24,328,361,-8.564328527450561,3024.9365417480467,0.2,1.0084878206253052,0.004937914,570,1557.655029296875,5e-05,6.42538070678711e-05,-0.003838203032501042,0.00908203125
,,,,,,,59,120832,368.4915909800001,94.71,334,360,-8.56397910118103,2711.069775390625,0.2,1.0084260702133179,0.0022485447,580,1349.66259765625,5e-05,3.832578659057617e-05,-0.0014218343829270452,0.000537109375
,,,,,,,60,122880,371.9019663000001,95.78,340,361,-8.563409113883973,3004.2916931152345,0.2,1.0082945823669434,0.0018062476,590,1473.4677734375,5e-05,2.4557113647460938e-05,-0.0017678156145848334,0.0005859375
,,,,,,,61,124928,370.74864970000004,96.36,346,361,-8.563371920585633,2572.5300231933593,0.2,1.0084668397903442,0.00158658,600,1280.8797607421875,5e-05,2.5153160095214844e-05,-0.0015455265645869076,0.00107421875
,,,,,,,62,126976,368.77838620999995,96.22,351,360,-8.565226721763612,2450.602606201172,0.2,1.008912444114685,0.0052379407,610,1265.4873046875,5e-05,5.900859832763672e-06,-0.004212508111959323,0.011376953125
,,,,,,,63,129024,385.19620691000006,98.02,356,361,-8.568898725509644,3167.981793212891,0.2,1.0097732543945312,0.0044683157,620,1561.6673583984375,5e-05,1.811981201171875e-05,-0.0033055113977752625,0.00625
,,,,,,,64,131072,395.88557120999997,98.47,361,362,-8.572605228424072,2949.816131591797,0.2,1.0099687576293945,0.0052973456,630,1496.4940185546875,5e-05,-1.3113021850585938e-06,-0.00431017346563749,0.010107421875
,,,,,,,65,133120,410.58077112,98.55,367,362,-8.572956705093384,4257.054949951172,0.2,1.0100131034851074,0.000661371,640,2109.18408203125,5e-05,2.014636993408203e-05,-0.0006770782230887562,0.0
,,,,,,,66,135168,415.72902019,98.59,372,363,-8.573237991333007,3575.781640625,0.2,1.010034441947937,0.0026801694,650,1792.788818359375,5e-05,6.622076034545898e-05,-0.0023696917225606738,0.001025390625
,,,,,,,67,137216,420.66285669000007,98.67,377,363,-8.573541808128358,3115.7844970703127,0.2,1.0101317167282104,0.0031230794,660,1493.07421875,5e-05,7.748603820800781e-07,-0.002486899256473407,0.001904296875
,,,,,,,68,139264,413.11631175,97.69,382,363,-8.574416708946227,3348.516387939453,0.2,1.010344386100769,0.0024765735,670,1588.34228515625,5e-05,1.8835067749023438e-05,-0.002241628817864694,0.00283203125
,,,,,,,69,141312,400.82814286999985,97.69,387,364,-8.575425243377685,3239.128985595703,0.2,1.010438323020935,0.005890689,680,1519.603271484375,5e-05,1.3947486877441406e-05,-0.004747404670342803,0.016455078125
,,,,,,,70,143360,401.39846409999996,98.05,393,364,-8.577078676223755,2808.895556640625,0.2,1.0109877586364746,0.003028437,690,1420.8236083984375,5e-05,1.1682510375976562e-05,-0.0025992783601395788,0.00205078125
,,,,,,,71,145408,400.32976995999996,98.03,398,365,-8.579763913154602,3142.1293090820313,0.2,1.0111891031265259,0.00286397,700,1607.8465576171875,5e-05,5.8531761169433594e-05,-0.0024214220931753514,0.00341796875
,,,,,,,72,147456,401.98770303,98.49,403,365,-8.580784821510315,3029.0377868652345,0.2,1.0114331245422363,0.0030794474,710,1391.6019287109375,5e-05,2.759695053100586e-05,-0.002476184067199938,0.002294921875
,,,,,,,73,149504,409.99307629000003,99.31,408,365,-8.582731866836548,3222.2876892089844,0.2,1.0118366479873657,0.004158763,720,1564.2576904296875,5e-05,1.4841556549072266e-05,-0.003750907036010176,0.005908203125
,,,,,,,74,151552,414.06928228,99.26,413,366,-8.585425615310669,3385.6215393066404,0.2,1.0123591423034668,0.0030146833,730,1615.1424560546875,5e-05,4.315376281738281e-05,-0.002318346925312653,0.003515625
,,,,,,,75,153600,409.7708898199999,98.97,418,366,-8.587540769577027,3177.9667907714843,0.2,1.0124465227127075,0.0058973534,740,1538.157470703125,5e-05,7.212162017822266e-06,-0.0042337760329246524,0.015478515625
,,,,,,,76,155648,403.37247075999994,98.34,423,367,-8.587377524375915,3369.1521728515627,0.2,1.0123640298843384,0.0009575776,750,1779.2042236328125,5e-05,2.4318695068359375e-05,-0.0007607184554217384,0.0
,,,,,,,77,157696,405.56052176,98.63,428,367,-8.58726782798767,3122.34267578125,0.2,1.012442946434021,0.004998792,760,1469.4552001953125,5e-05,6.318092346191406e-06,-0.0030357703508343548,0.008251953125
,,,,,,,78,159744,397.77860947999994,98.3,433,368,-8.588534426689147,2910.1249267578123,0.2,1.0128268003463745,0.0046633976,770,1515.28076171875,5e-05,4.774332046508789e-05,-0.003977128304541111,0.007275390625
,,,,,,,79,161792,394.55331270000005,98.19,439,368,-8.591200256347657,2896.1495056152344,0.2,1.0132882595062256,0.0015289824,780,1383.4166259765625,5e-05,1.4603137969970703e-05,-0.0010182362981140613,0.0001953125
,,,,,,,80,163840,403.22224472999994,98.46,443,369,-8.594058966636657,3206.408343505859,0.2,1.0138300657272339,0.0036071667,790,1566.1275634765625,5e-05,1.0669231414794922e-05,-0.003862906835274771,0.009521484375
,,,,,,,81,165888,408.0664301,98.39,449,369,-8.596365475654602,3438.6130126953126,0.2,1.0139394998550415,0.0018748265,800,1697.8450927734375,5e-05,2.5391578674316406e-05,-0.0018848470877856015,9.765625e-05
,,,,,,,82,167936,403.0979641300001,97.98,454,369,-8.59562292098999,3005.4640869140626,0.2,1.013634443283081,0.0014895897,810,1444.63525390625,5e-05,3.653764724731445e-05,-0.0009753109232406131,0.0
,,,,,,,83,169984,408.62184457999996,98.11,459,370,-8.595201015472412,2855.1195861816404,0.2,1.013972282409668,0.0013892044,820,1397.139404296875,5e-05,-1.1086463928222656e-05,-0.0011189409822691232,4.8828125e-05
,,,,,,,84,172032,404.55201364,97.4,464,370,-8.597204542160034,3388.3535766601562,0.2,1.0141249895095825,0.0030105032,830,1671.58349609375,5e-05,-4.172325134277344e-06,-0.002053305524168536,0.002099609375
,,,,,,,85,174080,397.0197938900001,97.2,469,370,-8.597650241851806,3308.840167236328,0.2,1.0142009258270264,0.0060345884,840,1783.46484375,5e-05,2.7418136596679688e-06,-0.004569758160505444,0.015869140625
,,,,,,,86,176128,393.43567376999994,97.43,475,370,-8.597894096374512,3246.7462646484373,0.2,1.0141674280166626,0.0045342995,850,1554.691650390625,5e-05,-7.271766662597656e-06,-0.003337182939867489,0.013330078125
,,,,,,,87,178176,389.85727243,97.96,479,371,-8.598096251487732,2764.2421875,0.2,1.0142884254455566,0.0061767884,860,1323.6427001953125,5e-05,-8.106231689453125e-06,-0.004507361387368292,0.021826171875
,,,,,,,88,180224,383.0516774900001,98.08,484,371,-8.599185562133789,2154.7689056396484,0.2,1.014575481414795,0.0061646136,870,1079.0167236328125,5e-05,-3.4809112548828125e-05,-0.004170806863112375,0.01865234375
,,,,,,,89,182272,383.25542076000005,98.86,489,372,-8.601277470588684,2727.23701171875,0.2,1.0149425268173218,0.002752677,880,1235.89306640625,5e-05,-7.867813110351562e-06,-0.0016289043705910444,0.001611328125
,,,,,,,90,184320,396.6833090799999,99.09,495,372,-8.60344202518463,2828.5143310546873,0.2,1.0153218507766724,0.0027378164,890,1436.8038330078125,5e-05,-1.239776611328125e-05,-0.002409222413552925,0.00107421875
,,,,,,,91,186368,406.57382001000013,99.82,500,372,-8.605632424354553,3694.7460693359376,0.2,1.0156587362289429,0.0026953216,900,1861.196044921875,5e-05,-1.1920928955078125e-06,-0.0020638354733819144,0.000830078125
,,,,,,,92,188416,409.2375836499999,99.4,505,372,-8.608277487754822,2862.742529296875,0.2,1.016269564628601,0.0049560373,910,1396.208984375,5e-05,7.152557373046875e-07,-0.0037726436799857765,0.008544921875
,,,,,,,93,190464,411.70323003,99.01,510,372,-8.610985493659973,2847.5254516601562,0.2,1.0164930820465088,0.0012208042,920,1366.9453125,5e-05,4.935264587402344e-05,-0.001537948043551296,0.0
,,,,,,,94,192512,405.06355876000003,98.23,515,373,-8.61084258556366,2708.427838134766,0.2,1.0161970853805542,0.0025293715,930,1276.9139404296875,5e-05,2.294778823852539e-05,-0.0020481472805840895,0.001025390625
,,,,,,,95,194560,391.92935588999995,96.74,521,373,-8.61030547618866,2976.3289184570312,0.2,1.016525149345398,0.0039167544,940,1459.2266845703125,5e-05,2.0563602447509766e-05,-0.003074769687373191,0.004443359375
,,,,,,,96,196608,392.37914242999994,96.1,526,373,-8.613475656509399,3431.0397399902345,0.2,1.0171862840652466,0.006049584,950,1684.3846435546875,5e-05,-5.125999450683594e-06,-0.0038964658859185876,0.024755859375
,,,,,,,97,198656,404.62704692000005,96.88,531,373,-8.616580629348755,3257.5535583496094,0.2,1.0175034999847412,0.0050150054,960,1628.3836669921875,5e-05,-3.337860107421875e-06,-0.004643828692496754,0.01572265625
,,,,,,,98,200704,412.72624964999994,97.53,536,373,-8.618159747123718,3253.2939453125,0.2,1.0177470445632935,0.007829561,970,1587.1724853515625,5e-05,1.5020370483398438e-05,-0.006258645938942209,0.0271484375
,,,,,,,99,202752,411.34254460000005,97.72,541,374,-8.618676042556762,3130.401892089844,0.2,1.0176851749420166,0.0050026206,980,1511.766357421875,5e-05,-9.655952453613281e-06,-0.00413584143971093,0.0162109375
,,,,,,,100,204800,417.38130853000007,98.6,546,374,-8.618220257759095,2797.281072998047,0.2,1.0175896883010864,0.004746286,990,1357.771484375,5e-05,-4.172325134277344e-06,-0.0036131975357420743,0.0080078125
,,,,,,,101,206848,413.75323122000003,98.03,551,374,-8.618332457542419,3282.0614624023438,0.2,1.0178165435791016,0.0041782884,1000,1642.530517578125,5e-05,3.159046173095703e-06,-0.002538961503887549,0.00517578125
,,,,,,,102,208896,410.66600912000007,97.92,557,374,-8.620898270606995,3590.793243408203,0.2,1.0184721946716309,0.0027003707,1010,1692.2861328125,5e-05,1.9073486328125e-06,-0.0016189538990147411,0.000927734375
,,,,,,,103,210944,403.57713949,97.62,562,375,-8.624858808517455,2965.765240478516,0.2,1.019095778465271,0.0050164806,1020,1422.697998046875,5e-05,-1.1086463928222656e-05,-0.003969823510851711,0.020068359375
,,,,,,,104,212992,395.9182090900001,97.47,567,375,-8.627798318862915,2863.7280517578124,0.2,1.0194469690322876,0.0028649955,1030,1428.0706787109375,5e-05,-1.4066696166992188e-05,-0.002158029132988304,0.0048828125
,,,,,,,105,215040,400.87097929,98.27,572,375,-8.630166625976562,2059.1054595947267,0.2,1.0199798345565796,0.0061082756,1040,1009.1371459960938,5e-05,5.185604095458984e-06,-0.00475934112619143,0.014599609375
,,,,,,,106,217088,399.12276089,98.96,577,375,-8.63320083618164,3551.7220947265623,0.2,1.020412802696228,0.0035947268,1050,1668.9288330078125,5e-05,-1.0728836059570312e-06,-0.0022623053926508875,0.00302734375
,,,,,,,107,219136,405.81363922000014,99.19,582,376,-8.634998512268066,2511.160852050781,0.2,1.0206072330474854,0.0041511306,1060,1226.9495849609375,5e-05,-1.0013580322265625e-05,-0.002551701059564948,0.008447265625
,,,,,,,108,221184,408.9619281200001,99.25,587,376,-8.635928225517272,3220.9639892578125,0.2,1.0207339525222778,0.0045973123,1070,1627.4918212890625,5e-05,1.0788440704345703e-05,-0.0032510947552509607,0.01142578125
,,,,,,,109,223232,419.99923787000006,99.5,593,376,-8.636059021949768,3002.6875610351562,0.2,1.02064049243927,0.0035834233,1080,1513.89453125,5e-05,1.4126300811767578e-05,-0.0038162983022630216,0.003466796875
,,,,,,,110,225280,417.09478975999997,98.82,598,376,-8.63595507144928,2839.10263671875,0.2,1.0207725763320923,0.00289847,1090,1443.9241943359375,5e-05,-1.5497207641601562e-06,-0.0019889994990080597,0.002392578125
,,,,,,,111,227328,421.36536880000006,98.89,603,376,-8.63623948097229,3219.4702026367186,0.2,1.0206364393234253,0.0028025517,1100,1577.3619384765625,5e-05,5.066394805908203e-06,-0.002357283321907744,0.001611328125
,,,,,,,112,229376,414.76507927000006,98.08,608,376,-8.635198760032655,2747.7625366210937,0.2,1.0204802751541138,0.0049785017,1110,1361.061279296875,5e-05,3.0994415283203125e-06,-0.0034428598009981215,0.011328125
,,,,,,,113,231424,416.95337313999994,98.15,613,377,-8.634402894973755,3217.114337158203,0.2,1.0203622579574585,0.00481134,1120,1515.5103759765625,5e-05,-1.0251998901367188e-05,-0.0035982909786980597,0.011865234375
,,,,,,,114,233472,422.9178819300001,97.87,618,377,-8.633796286582946,3427.6315185546873,0.2,1.0202627182006836,0.0027780798,1130,1548.8817138671875,5e-05,1.537799835205078e-05,-0.002007546878303401,0.00185546875
,,,,,,,115,235520,426.59034673,98.55,623,377,-8.634135127067566,3488.94150390625,0.2,1.020559549331665,0.00385079,1140,1840.36328125,5e-05,7.212162017822266e-06,-0.0022795286116888747,0.00361328125
,,,,,,,116,237568,420.83745990999995,98.21,629,377,-8.635519123077392,2855.1104064941405,0.2,1.0206027030944824,0.0071778884,1150,1454.4959716796875,5e-05,-1.0848045349121094e-05,-0.004536958324024454,0.01826171875
,,,,,,,117,239616,422.58292564999994,98.5,634,377,-8.636358332633971,2748.0917358398438,0.2,1.0209482908248901,0.005472394,1160,1427.9173583984375,5e-05,-2.1457672119140625e-06,-0.003918588859960437,0.01279296875
,,,,,,,118,241664,420.60654173,98.22,639,377,-8.638029098510742,3312.937774658203,0.2,1.021090030670166,0.0027282406,1170,1715.681884765625,5e-05,2.9802322387695312e-06,-0.0027110285765957086,0.001318359375
,,,,,,,119,243712,416.62168905000004,98.55,644,378,-8.638785076141357,2889.537249755859,0.2,1.0212616920471191,0.003371812,1180,1428.5550537109375,5e-05,4.172325134277344e-07,-0.002079305303050205,0.00380859375
,,,,,,,120,245760,417.76890329,98.4,649,378,-8.640275812149047,3050.714031982422,0.2,1.0216264724731445,0.0062933606,1190,1448.038818359375,5e-05,1.0132789611816406e-06,-0.004903127159923315,0.01416015625
,,,,,,,121,247808,415.87697199,97.89,654,378,-8.642872190475464,2949.5517150878904,0.2,1.0221285820007324,0.0015829948,1200,1468.5511474609375,5e-05,7.987022399902344e-06,-0.001267230336088687,0.0001953125
,,,,,,,122,249856,418.35178439000003,97.77,659,378,-8.646346640586852,2986.6066040039063,0.2,1.022874116897583,0.0024804305,1210,1397.062744140625,5e-05,7.152557373046875e-07,-0.0018888320191763341,0.001025390625
,,,,,,,123,251904,422.63781903,98.24,664,378,-8.649549460411071,3355.7747497558594,0.2,1.0230916738510132,0.005489453,1220,1692.2259521484375,5e-05,-6.079673767089844e-06,-0.006043854908784852,0.019677734375
,,,,,,,124,253952,418.92933856999997,97.29,670,378,-8.649839949607848,2917.452258300781,0.2,1.0230047702789307,0.008046665,1230,1406.739013671875,5e-05,-7.033348083496094e-06,-0.00618889182806015,0.0310546875
,,,,,,,125,256000,425.4492745799999,97.7,675,379,-8.649750638008118,3068.6162658691405,0.2,1.0231468677520752,0.0017627646,1240,1517.9803466796875,5e-05,1.621246337890625e-05,-0.0017525169299915434,0.000244140625
